Order_ID,Order_Date,Product,Category,Quantity,Sales,Profit,Region,Customer
ORD00202,2023-11-16,Realme Pad,Tablets,1,12500.0,1126.78,South,CUST1046
ORD00203,2023-09-24,Realme Pad,Tablets,1,49000.0,9269.78,South,CUST1024
ORD00204,2023-03-21,iPhone 13,Phones,4,316400.0,30722.27,South,CUST1022
ORD00205,2023-12-19,Screen Guard,Accessories,1,3000.0,905.86,South,CUST1033
ORD00206,2023-06-03,iPhone 13,Phones,5,102000.0,18252.05,South,CUST1039
ORD00207,2023-11-01,MacBook Air,Laptops,2,256200.0,33311.77,West,CUST1011
ORD00208,2023-12-25,Samsung QLED,TVs,3,84000.0,14477.02,East,CUST1032
ORD00209,2023-11-14,Samsung S22,Phones,4,286400.0,47453.74,West,CUST1047
ORD00210,2023-01-22,Lenovo Tab P11,Tablets,4,143200.0,23434.2,South,CUST1003
ORD00211,2023-01-12,Redmi Note 11,Phones,2,87000.0,14527.19,East,CUST1012
ORD00212,2023-08-26,Sony Bravia,TVs,5,417500.0,41533.77,West,CUST1045
ORD00213,2023-07-30,OnePlus TV,TVs,3,121200.0,7575.4,South,CUST1037
ORD00214,2023-04-03,OnePlus 10,Phones,3,60900.0,7819.03,South,CUST1015
ORD00215,2023-01-24,Redmi Note 11,Phones,1,71400.0,11942.38,West,CUST1037
ORD00216,2023-02-19,Screen Guard,Accessories,4,16000.0,6415.5,North,CUST1032
ORD00217,2023-03-07,Redmi Note 11,Phones,2,124200.0,17189.31,East,CUST1034
ORD00218,2023-09-25,Wireless Earbuds,Accessories,3,9600.0,4631.74,East,CUST1045
ORD00219,2023-08-28,Asus VivoBook,Laptops,1,54500.0,11301.87,South,CUST1023
ORD00220,2023-02-10,Lenovo IdeaPad,Laptops,2,119800.0,27333.3,South,CUST1047
ORD00221,2023-12-11,Redmi Note 11,Phones,2,42400.0,6710.0,North,CUST1028
ORD00222,2023-06-13,HP Pavilion,Laptops,5,205000.0,38593.69,North,CUST1023
ORD00223,2023-04-03,Samsung Tab S7,Tablets,3,93000.0,11748.18,South,CUST1012
ORD00224,2023-01-01,iPhone 13,Phones,5,156000.0,24032.95,North,CUST1020
ORD00225,2023-06-14,Charger 65W,Accessories,3,11400.0,4933.47,North,CUST1049
ORD00226,2023-11-30,Screen Guard,Accessories,4,11600.0,3559.32,South,CUST1009
ORD00227,2023-07-17,MI TV 4K,TVs,2,57400.0,4285.09,North,CUST1005
ORD00228,2023-06-30,iPhone 13,Phones,3,53100.0,5193.24,South,CUST1024
ORD00229,2023-02-08,Lenovo Tab P11,Tablets,2,51800.0,11200.9,East,CUST1047
ORD00230,2023-05-06,Samsung Tab S7,Tablets,4,139600.0,13625.49,North,CUST1016
ORD00231,2023-05-09,MacBook Air,Laptops,4,456400.0,112040.18,East,CUST1008
ORD00232,2023-04-24,OnePlus TV,TVs,2,175800.0,31193.21,South,CUST1017
ORD00233,2023-10-16,Dell XPS 13,Laptops,4,209600.0,45970.85,North,CUST1019
ORD00234,2023-07-11,OnePlus TV,TVs,1,35100.0,4876.84,South,CUST1009
ORD00235,2023-03-18,iPhone 13,Phones,1,71600.0,12450.26,East,CUST1041
ORD00236,2023-04-12,OnePlus Pad,Tablets,2,58800.0,7396.14,East,CUST1006
ORD00237,2023-11-27,MacBook Air,Laptops,5,639000.0,105650.66,North,CUST1024
ORD00238,2023-11-12,Vivo V23,Phones,1,38800.0,4948.58,North,CUST1025
ORD00239,2023-09-24,iPhone 13,Phones,1,43900.0,3589.27,East,CUST1008
ORD00240,2023-10-31,MacBook Air,Laptops,1,81800.0,18773.1,South,CUST1006
ORD00241,2023-10-31,USB Hub,Accessories,5,10000.0,3760.39,North,CUST1015
ORD00242,2023-12-30,Screen Guard,Accessories,3,11700.0,5412.39,East,CUST1043
ORD00243,2023-05-04,OnePlus TV,TVs,3,77100.0,10616.44,East,CUST1025
ORD00244,2023-10-02,Phone Case,Accessories,3,2400.0,1168.53,South,CUST1014
ORD00245,2023-08-27,MI TV 4K,TVs,5,260500.0,25235.88,West,CUST1035
ORD00246,2023-03-31,Lenovo IdeaPad,Laptops,2,168000.0,41413.48,North,CUST1030
ORD00247,2023-11-08,OnePlus Pad,Tablets,2,92800.0,9822.13,North,CUST1042
ORD00248,2023-11-06,LG OLED,TVs,4,261200.0,18400.15,North,CUST1044
ORD00249,2023-10-04,LG OLED,TVs,3,75600.0,10323.8,South,CUST1028
ORD00250,2023-05-01,Samsung S22,Phones,1,57000.0,5755.45,North,CUST1042
ORD00251,2023-01-19,Samsung S22,Phones,3,197100.0,22267.71,West,CUST1039
ORD00252,2023-08-30,Dell XPS 13,Laptops,2,248600.0,30442.46,North,CUST1047
ORD00253,2023-05-30,OnePlus 10,Phones,4,284400.0,30148.9,West,CUST1037
ORD00254,2023-09-11,OnePlus Pad,Tablets,3,66000.0,8891.97,North,CUST1002
ORD00255,2023-06-16,Realme Pad,Tablets,2,58800.0,8228.94,North,CUST1049
ORD00256,2023-10-15,OnePlus Pad,Tablets,3,113700.0,14463.98,East,CUST1045
ORD00257,2023-12-19,USB Hub,Accessories,1,3200.0,1216.76,East,CUST1006
ORD00258,2023-01-05,Redmi Note 11,Phones,5,243500.0,21455.64,West,CUST1027
ORD00259,2023-09-16,LG OLED,TVs,3,226800.0,22435.07,South,CUST1006
ORD00260,2023-10-13,Lenovo IdeaPad,Laptops,2,159800.0,39841.67,West,CUST1008
ORD00261,2023-10-30,Wireless Earbuds,Accessories,4,19200.0,8198.25,North,CUST1016
ORD00262,2023-01-03,Dell XPS 13,Laptops,4,312800.0,62477.66,West,CUST1030
ORD00263,2023-12-26,MI TV 4K,TVs,3,118500.0,21223.12,West,CUST1044
ORD00264,2023-08-19,iPhone 13,Phones,5,105000.0,11638.8,West,CUST1033
ORD00265,2023-05-31,MI TV 4K,TVs,4,369200.0,23754.05,South,CUST1045
ORD00266,2023-11-27,Dell XPS 13,Laptops,5,390500.0,53052.67,East,CUST1023
ORD00267,2023-05-23,Lenovo IdeaPad,Laptops,2,193400.0,46011.56,South,CUST1037
ORD00268,2023-03-23,Wireless Earbuds,Accessories,4,18800.0,6077.54,North,CUST1035
ORD00269,2023-06-12,HP Pavilion,Laptops,4,520400.0,77216.53,South,CUST1027
ORD00270,2023-09-23,HP Pavilion,Laptops,2,290600.0,54038.88,North,CUST1002
ORD00271,2023-04-20,Vivo V23,Phones,1,75000.0,10383.56,West,CUST1046
ORD00272,2023-05-21,MI TV 4K,TVs,3,346500.0,55101.85,North,CUST1034
ORD00273,2023-01-12,LG OLED,TVs,4,151200.0,26546.76,West,CUST1032
ORD00274,2023-06-09,USB Hub,Accessories,4,10000.0,3211.33,North,CUST1043
ORD00275,2023-09-23,Lenovo IdeaPad,Laptops,3,247500.0,45704.88,North,CUST1002
ORD00276,2023-03-24,Samsung Tab S7,Tablets,5,193000.0,23474.53,North,CUST1035
ORD00277,2023-03-21,Sony Bravia,TVs,4,215200.0,15521.41,West,CUST1033
ORD00278,2023-08-09,Screen Guard,Accessories,1,1500.0,516.24,West,CUST1036
ORD00279,2023-01-07,Wireless Earbuds,Accessories,5,22500.0,8774.03,East,CUST1028
ORD00280,2023-08-07,OnePlus TV,TVs,5,130000.0,14292.0,North,CUST1038
ORD00281,2023-01-13,LG OLED,TVs,2,86000.0,11547.55,North,CUST1026
ORD00282,2023-06-09,Asus VivoBook,Laptops,5,309500.0,33949.83,West,CUST1017
ORD00283,2023-09-13,iPad Air,Tablets,4,159200.0,23865.15,East,CUST1026
ORD00284,2023-08-15,Wireless Earbuds,Accessories,4,6400.0,2754.19,North,CUST1029
ORD00285,2023-04-15,USB Hub,Accessories,2,8000.0,3827.34,West,CUST1017
ORD00286,2023-04-07,iPhone 13,Phones,1,67600.0,6027.89,South,CUST1050
ORD00287,2023-09-21,Lenovo IdeaPad,Laptops,5,654000.0,114003.85,East,CUST1022
ORD00288,2023-03-10,iPhone 13,Phones,4,177200.0,32940.62,West,CUST1044
ORD00289,2023-04-19,Vivo V23,Phones,5,87500.0,14835.18,East,CUST1024
ORD00290,2023-08-16,iPad Air,Tablets,5,169500.0,22757.63,East,CUST1015
ORD00291,2023-09-18,Lenovo Tab P11,Tablets,4,109200.0,15036.66,South,CUST1032
ORD00292,2023-11-25,Lenovo IdeaPad,Laptops,1,72500.0,15615.3,South,CUST1015
ORD00293,2023-04-15,HP Pavilion,Laptops,1,68100.0,9473.19,North,CUST1025
ORD00294,2023-09-15,MacBook Air,Laptops,2,255800.0,36815.58,South,CUST1013
ORD00295,2023-07-02,MI TV 4K,TVs,2,74400.0,7484.05,North,CUST1025
ORD00296,2023-08-01,OnePlus Pad,Tablets,2,76800.0,16283.95,West,CUST1032
ORD00297,2023-04-29,iPad Air,Tablets,5,121500.0,23599.26,East,CUST1049
ORD00298,2023-05-06,Charger 65W,Accessories,2,6800.0,2340.65,West,CUST1046
ORD00299,2023-09-26,Phone Case,Accessories,3,5100.0,2080.35,South,CUST1002
ORD00300,2023-03-29,OnePlus TV,TVs,4,410800.0,35173.26,West,CUST1013
ORD00301,2023-04-28,Realme Pad,Tablets,5,220000.0,36447.77,East,CUST1023
ORD00302,2023-12-28,MI TV 4K,TVs,1,97300.0,7707.0,South,CUST1016
ORD00303,2023-08-12,Redmi Note 11,Phones,5,361500.0,40975.39,West,CUST1042
ORD00304,2023-08-19,HP Pavilion,Laptops,1,101100.0,21227.03,East,CUST1027
ORD00305,2023-08-22,Dell XPS 13,Laptops,5,496500.0,88686.75,South,CUST1012
